"SATCO PRODUCTS - NUVO LIGHTING - PRICE FILE AS OF NOVEMBER 3, 2025",,,,,,,,,
ALL ITEMS QUOTED ARE SUBJECT TO A PRICE CHANGE SHOULD IMPORT TARIFFS INCREASE.,,,,,,,,,
ITEM,DESCRIPTION,INN PK,CASE PK,EA $,CASE$,MOQ,Each UPC Code,IMAP$,ITEM-EDI SKU
S2979,75 Watt T8 Incandescent; Clear; 2000 Average rated hours; 584 Lumens; Medium base; 130 Volt,25,250,$7.25,$6.05,,045923029790,No IMAP,S2979
S2992,60 Watt A19 Incandescent; Clear; 8000 Average rated hours; 595 Lumens; Medium base; 120 Volt,6,120,$7.95,$7.75,,046135104428,No IMAP,S2992
S2996,69 Watt A21 Incandescent; Clear; 8000 Average rated hours; 640 Lumens; Medium base; 130 Volt,,24,$8.00,$7.80,,046135124983,No IMAP,S2996
S2997,90 Watt A19 Incandescent; Clear; 8000 Average rated hours; 1000 Lumens; Medium base; 120 Volt,6,120,$9.95,$9.85,,046135111518,No IMAP,S2997
S2999,135 Watt A21 Incandescent; Clear; 8000 Average rated hours; 1750 Lumens; Medium base; 120 Volt,6,24,$6.50,$6.50,,046135128431,No IMAP,S2999
S3000,25 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 110 Lumens; Medium base; 120 Volt,6,24,$2.66,$2.60,,045923030000,No IMAP,S3000
S3001,40 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 280 Lumens; Medium base; 120 Volt,6,24,$3.45,$3.35,,045923030017,No IMAP,S3001
S3002,60 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 550 Lumens; Medium base; 120 Volt,6,24,$3.45,$3.35,,045923030024,No IMAP,S3002
S3002-TF,60 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 550 Lumens; Medium base; 120 Volt; Shatter Proof,6,24,$11.30,$11.30,,None,No IMAP,S3002/TF
S3003,100 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 1050 Lumens; Medium base; 120 Volt,6,24,$3.45,$3.35,,045923030031,No IMAP,S3003
S3004,150 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 1550 Lumens; Medium base; 120 Volt,6,24,$3.20,$2.95,,045923030048,No IMAP,S3004
S3004-TF,150 Watt G40 Incandescent; Gloss White; 4000 Average rated hours; 1550 Lumens; Medium base; 120 Volt; Shatter Proof,6,24,$12.90,$12.90,,None,No IMAP,S3004/TF
S3010,25 Watt G40 Incandescent; Clear; 4000 Average rated hours; 120 Lumens; Medium base; 120 Volt,6,24,$2.65,$2.42,,045923030109,No IMAP,S3010
S3010-TF,25 Watt G40 Incandescent; Clear; 4000 Average rated hours; 120 Lumens; Medium base; 120 Volt; Shatter Proof,6,24,$10.05,$10.05,,None,No IMAP,S3010/TF
S3011,40 Watt G40 Incandescent; Clear; 4000 Average rated hours; 300 Lumens; Medium base; 120 Volt,6,24,$3.35,$3.20,,045923030116,No IMAP,S3011
S3011-TF,40 Watt G40 Incandescent; Clear; 4000 Average rated hours; 300 Lumens; Medium base; 120 Volt; Shatter Proof,6,24,$11.35,$11.35,,None,No IMAP,S3011/TF
S3012,60 Watt G40 Incandescent; Clear; 4000 Average rated hours; 580 Lumens; Medium base; 120 Volt,6,24,$3.35,$3.20,,045923030123,No IMAP,S3012
S3013,100 Watt G40 Incandescent; Clear; 4000 Average rated hours; 1150 Lumens; Medium base; 120 Volt,6,24,$3.35,$3.20,,045923030130,No IMAP,S3013
S3014,150 Watt G40 Incandescent; Clear; 4000 Average rated hours; 1700 Lumens; Medium base; 120 Volt,6,24,$3.05,$2.80,,045923030147,No IMAP,S3014
S3015,500 Watt PS35 Incandescent; Clear; 5000 Average rated hours; 8000 Lumens; Mogul base; 130 Volt,,24,$9.25,$9.25,,045923030154,No IMAP,S3015
S3016,500 Watt PS35 Incandescent; Clear; 5000 Average rated hours; 8000 Lumens; Mogul base; 130 Volt; Shatter Proof,,24,$14.55,$14.55,,045923030161,No IMAP,S3016
S3018,300 Watt PS25 Incandescent; Frost Finish; 5000 Average Rated Hours; 3600 Lumens; Medium Base; 130 Volts; Shatter Proof,,12,$5.72,$5.72,,None,No IMAP,S3018
S3104,300 Watt; Halogen; T3; Clear; 1500 Average rated hours; 5300 Lumens; Double Ended base; 120 Volt,12,480,$1.90,$1.45,,045923031045,No IMAP,S3104
S3105,500 Watt; Halogen; T3; Clear; 1500 Average rated hours; 9500 Lumens; Double Ended base; 120 Volt,12,480,$1.90,$1.45,,045923031052,No IMAP,S3105
S3106,1500 Watt; Halogen; T3; Clear; 1500 Average rated hours; 30000 Lumens; Double Ended base; 240 Volt,12,480,$5.85,$5.15,,045923031069,No IMAP,S3106
S3107,100 Watt; Halogen; T4; Clear; 2000 Average rated hours; 1700 Lumens; Mini Candelabra base; 120 Volt,12,480,$4.40,$3.80,,045923031076,No IMAP,S3107
S3108,150 Watt; Halogen; T4 1/2; Clear; 2000 Average rated hours; 2700 Lumens; Mini Candelabra base; 120 Volt,12,480,$4.30,$3.80,,045923031083,No IMAP,S3108
S3109,250 Watt; Halogen; T4 1/2; Clear; 2000 Average rated hours; 4200 Lumens; Mini Candelabra base; 120 Volt,12,480,$4.30,$3.80,,045923031090,No IMAP,S3109
S3115,75 Watt; Halogen; JDR; Clear; 2000 Average rated hours; 700 Lumens; Intermediate base; 120 Volt,12,120,$6.10,$4.60,,045923031151,No IMAP,S3115
S3120,20 Watt; Halogen; T3; Clear; 2000 Average rated hours; 300 Lumens; Bi Pin G4 base; 12 Volt,48,960,$2.00,$1.25,,045923031205,No IMAP,S3120
S3120-TF,20 Watt; Halogen; T3; Clear; 2000 Average rated hours; 300 Lumens; Bi Pin G4 base; 12 Volt; Shatter Proof,48,960,$6.10,$6.10,,None,No IMAP,S3120/TF
S3121,50 Watt; Halogen; T4; Clear; 2000 Average rated hours; 900 Lumens; Bi Pin GY6.35 base; 12 Volt,48,960,$1.95,$1.25,,045923031212,No IMAP,S3121
S3121-TF,50 Watt; Halogen; T4; Clear; 2000 Average rated hours; 900 Lumens; Bi Pin GY6.35 base; 12 Volt; Shatter Proof,48,960,$6.15,$6.15,,None,No IMAP,S3121/TF
S3122,150 Watt; Halogen; T4 1/2; Clear; 2000 Average rated hours; 2700 Lumens; DC Bay base; 120 Volt,12,480,$4.30,$3.80,,045923031229,No IMAP,S3122
S3123,250 Watt; Halogen; T4 1/2; Clear; 2000 Average rated hours; 4200 Lumens; DC Bay base; 120 Volt,12,480,$4.30,$3.80,,045923031236,No IMAP,S3123
S3123-TF,250 Watt; Halogen; T4 1/2; Clear; 2000 Average rated hours; 4200 Lumens; DC Bay base; 120 Volt; Shatter Proof,12,480,$15.35,$15.35,,None,No IMAP,S3123/TF
S3125,250 Watt; Halogen; Medium Base,,10,$13.21,$12.62,,045923031250,No IMAP,S3125
S3127,70 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K,,12,$12.50,$11.10,,045923031274,No IMAP,S3127
S3128,100 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K,,12,$12.50,$11.10,,045923031281,No IMAP,S3128
S3128-TF,100 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K; Shatter Proof,,12,$27.90,$27.90,,None,No IMAP,S3128/TF
S3129,150 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K,,12,$12.50,$11.10,,045923031298,No IMAP,S3129
S3129-TF,150 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K; Shatter Proof,,12,$41.85,$41.85,,None,No IMAP,S3129/TF
S3130,35 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K,,12,$12.50,$11.10,,045923031304,No IMAP,S3130
S3131,50 Watt; High Pressure Sodium HID; Medium base; ED17; Clear; 22 CRI; 2100K,,12,$12.50,$11.10,,045923031311,No IMAP,S3131
S3135,150 Watt; Halogen; T3; Clear; 1500 Average rated hours; 2400 Lumens; Double Ended base; 78mm; 120 Volt,12,480,$2.50,$1.90,,045923031359,No IMAP,S3135
S3136,200 Watt; Halogen; T3; Clear; 1500 Average rated hours; 3400 Lumens; Double Ended base; 118mm; 120 Volt,12,480,$2.50,$1.90,,045923031366,No IMAP,S3136
S3142,150 Watt; Halogen; T3; Clear; 1500 Average rated hours; 2400 Lumens; Double Ended base; 118mm; 120 Volt,12,480,$2.50,$1.90,,045923031427,No IMAP,S3142
S3145,200 Watt; Halogen; T3; Clear; 1500 Average rated hours; 3400 Lumens; Double Ended base; 78mm; 120 Volt,12,480,$2.50,$1.90,,045923031458,No IMAP,S3145
S3146,100 Watt; Halogen; T3; Clear; 1500 Average rated hours; 1650 Lumens; Double Ended base; 78mm; 120 Volt,12,480,$2.50,$1.90,,045923031465,No IMAP,S3146
S3147,100 Watt; Halogen; T4; Clear; 2000 Average rated hours; 1700 Lumens; DC Bay base; 120 Volt,12,480,$4.40,$3.80,,045923031472,No IMAP,S3147
S3154,20 Watt; Halogen; MR11; FTD; 2000 Average rated hours; Sub Miniature 2 Pin base; 12 Volt,12,240,$3.45,$2.80,,045923031540,No IMAP,S3154
S3155,35 Watt; Halogen; MR11; FTH; 2000 Average rated hours; Sub Miniature 2 Pin base; 12 Volt,12,240,$3.60,$2.90,,045923031557,No IMAP,S3155
S3156,75 Watt; Halogen; T4; Clear; 2000 Average rated hours; 1350 Lumens; Bi Pin GY6.35 base; 12 Volt,48,960,$2.15,$1.40,,045923031564,No IMAP,S3156
S3157,75 Watt; Halogen; T4; Clear; 2000 Average rated hours; 1250 Lumens; Mini Candelabra base; 120 Volt,12,480,$4.40,$3.80,,045923031571,No IMAP,S3157
S3159,75 Watt; Halogen; T4; Clear; 2000 Average rated hours; 1250 Lumens; DC Bay base; 120 Volt,12,480,$4.40,$3.80,,045923031595,No IMAP,S3159
S3160,35 Watt; Halogen; T4; Clear; 2000 Average rated hours; 595 Lumens; Bi Pin GY6.35 base; 12 Volt,48,960,$1.95,$1.25,,045923031601,No IMAP,S3160
S3160-TF,35 Watt; Halogen; T4; Clear; 2000 Average rated hours; 595 Lumens; Bi Pin GY6.35 base; 12 Volt; Shatter Proof,48,960,$8.60,$8.60,,None,No IMAP,S3160/TF
S3162,50 Watt; Halogen; T4; Clear; 2000 Average rated hours; 750 Lumens; Mini Candelabra base; 120 Volt,12,480,$4.10,$3.65,,045923031625,No IMAP,S3162
S3164,35 Watt; Halogen; T4; Clear; 2000 Average rated hours; 380 Lumens; Bi Pin GY6.35 base; 120 Volt,48,960,$4.40,$3.80,,045923031649,No IMAP,S3164
S3165,35 Watt; Halogen; T4; Clear; 2000 Average rated hours; 380 Lumens; Mini Candelabra base; 120 Volt,12,480,$4.10,$3.65,,045923031656,No IMAP,S3165
S3166,100 Watt; Halogen; T3; Clear; 1500 Average rated hours; 1650 Lumens; Double Ended base; 118mm; 120 Volt,12,480,$2.50,$1.90,,045923031663,No IMAP,S3166
S3167,50 Watt; Halogen; T4; Clear; 2000 Average rated hours; 750 Lumens; Bi Pin GY6.35 base; 120 Volt,48,960,$4.40,$3.80,,045923031670,No IMAP,S3167
S3167-TF,50 Watt; Halogen; T4; Clear; 2000 Average rated hours; 750 Lumens; Bi Pin GY6.35 base; 120 Volt; Shatter Proof,48,960,$13.80,$13.80,,None,No IMAP,S3167/TF
S3171,10 Watt; Halogen; T3; Clear; 2000 Average rated hours; 120 Lumens; Bi Pin G4 base; 12 Volt,48,960,$2.00,$1.25,,045923031717,No IMAP,S3171
S3176-TF,35 Watt; Halogen; MR16; GU5.3 base; 12 Volt; Shatterproof,,20,$16.55,$16.55,,None,No IMAP,S3176/TF
S3177-TF,35 Watt; Halogen; MR16; GU5.3 base; 12 Volt; Shatterproof,,20,$16.55,$16.55,,None,No IMAP,S3177/TF
S3179,5 Watt; Halogen; T3; Clear; 2000 Average rated hours; 50 Lumens; Bi Pin G4 base; 12 Volt,48,960,$2.00,$1.25,,045923031793,No IMAP,S3179
S3181,500 Watt; Halogen; T4; Clear; 2000 Average rated hours; 8500 Lumens; Mini Candelabra base; 120 Volt,12,480,$8.25,$6.70,,045923031816,No IMAP,S3181
S3182,500 Watt; Halogen; T4; Frosted; 2000 Average rated hours; 7650 Lumens; Mini Candelabra base; 120 Volt,12,480,$8.90,$7.65,,045923031823,No IMAP,S3182
S3183,75 Watt; Halogen; T3; Clear; 1500 Average rated hours; 1050 Lumens; Double Ended base; 78mm; 130 Volt,12,480,$2.50,$1.90,,045923031830,No IMAP,S3183
S3184,250 Watt; Halogen; T3; Clear; 1500 Average rated hours; 4500 Lumens; Double Ended base; 78mm; 120 Volt,12,480,$2.50,$1.90,,045923031847,No IMAP,S3184
S3186,1000 Watt; Halogen; T3; Clear; 220 Volt,,12,$6.97,$6.63,,045923031861,No IMAP,S3186
S3194,5 Watt; Halogen; MR11; 2000 Average rated hours; Sub Miniature 2 Pin base; 12 Volt,12,240,$3.45,$2.80,,045923031946,No IMAP,S3194
S3195,10 Watt; Halogen; MR11; 2000 Average rated hours; Sub Miniature 2 Pin base; 12 Volt,12,240,$3.45,$2.80,,045923031953,No IMAP,S3195
S3197,25 Watt; Halogen; T4; Clear; 2000 Average rated hours; 210 Lumens; Bi Pin GY6.35 base; 120 Volt,48,960,$4.40,$3.80,,045923031977,No IMAP,S3197
S3198,50 Watt; Halogen; T4; Clear; 2000 Average rated hours; 750 Lumens; Mini Candelabra base; 130 Volt,,480,$4.05,$3.65,,045923031984,No IMAP,S3198
S3199,75 Watt; Halogen; T3; Clear; 1500 Average rated hours; 1050 Lumens; Double Ended base; 78mm; 120 Volt,,480,$2.50,$1.90,,045923031991,No IMAP,S3199
S3200,50 Watt R20 Incandescent; Red; 2000 Average rated hours; Medium base; 130 Volt,12,96,$2.95,$2.55,,045923032004,No IMAP,S3200
S3201,50 Watt R20 Incandescent; Green; 2000 Average rated hours; Medium base; 130 Volt,12,96,$2.95,$2.55,,045923032011,No IMAP,S3201
S3202,50 Watt R20 Incandescent; Blue; 2000 Average rated hours; Medium base; 130 Volt,12,96,$2.95,$2.55,,045923032028,No IMAP,S3202
S3203,50 Watt R20 Incandescent; Amber; 2000 Average rated hours; Medium base; 130 Volt,12,96,$2.95,$2.55,,045923032035,No IMAP,S3203
S3205,25 Watt R14 Incandescent; Frost; 1500 Average rated hours; 135 Lumens; Intermediate base; 120 Volt,25,500,$1.95,$1.80,,045923032059,No IMAP,S3205
S3205-TF,25 Watt R14 Incandescent; Frost; 1500 Average rated hours; 135 Lumens; Intermediate base; 120 Volt; Shatter Proof,25,500,$6.45,$6.45,,None,No IMAP,S3205/TF
S3210,30 Watt R20 Incandescent; Frost; 2000 Average rated hours; 185 Lumens; Medium base; 120 Volt,12,96,$1.75,$1.45,,045923032103,No IMAP,S3210
S3210-TF,30 Watt R20 Incandescent; Frost; 2000 Average rated hours; 185 Lumens; Medium base; 120 Volt; Shatter Proof,12,96,$7.05,$7.05,,None,No IMAP,S3210/TF
S3212,50 Watt R20 Incandescent; Pink; 2000 Average rated hours; Medium base; 130 Volt,12,96,$2.95,$2.55,,045923032127,No IMAP,S3212
S3213,75 Watt BR30 Incandescent; Pink; 2000 Average rated hours; Medium base; 130 Volt,12,96,$3.95,$3.35,,045923032134,No IMAP,S3213
S3213-TF,75 Watt BR30 Incandescent; Pink; 2000 Average rated hours; Medium base; 130 Volt; Shatter Proof,12,96,$9.70,$9.70,,None,No IMAP,S3213/TF
S3215,40 Watt R14 Incandescent; Clear; 1500 Average rated hours; 300 Lumens; Intermediate base; 120 Volt,25,500,$1.95,$1.80,,045923032158,No IMAP,S3215
S3215-TF,40 Watt R14 Incandescent; Clear; 1500 Average rated hours; 300 Lumens; Intermediate base; 120 Volt; Shatter Proof,25,500,$5.35,$5.35,,None,No IMAP,S3215/TF
S3218,25 Watt BA9 1/2 Incandescent; Transparent Blue; 1500 Average rated hours; Candelabra base; 120 Volt,25,500,$1.05,$0.80,,045923032189,No IMAP,S3218
S3219,25 Watt BA9 1/2 Incandescent; Transparent Red; 1500 Average rated hours; Candelabra base; 120 Volt,25,500,$1.05,$0.80,,045923032196,No IMAP,S3219
S3222,25 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 180 Lumens; Intermediate base; 130 Volt,25,500,$1.30,$1.15,,045923032226,No IMAP,S3222
S3222-TF,25 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 180 Lumens; Intermediate base; 130 Volt; Shatter Proof,25,500,$7.40,$7.40,,None,No IMAP,S3222/TF
S3223,25 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 170 Lumens; Intermediate base; 130 Volt,25,500,$1.35,$1.15,,045923032233,No IMAP,S3223
S3224,40 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 350 Lumens; Intermediate base; 130 Volt,25,500,$1.20,$1.05,,045923032240,No IMAP,S3224
S3225,40 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 340 Lumens; Intermediate base; 130 Volt,25,500,$1.45,$1.30,,045923032257,No IMAP,S3225
S3225-TF,40 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 340 Lumens; Intermediate base; 130 Volt; Shatter Proof,25,500,$8.20,$8.20,,None,No IMAP,S3225/TF
S3228,75 Watt BR30 Incandescent; Blue; 2000 Average rated hours; Medium base; 130 Volt,12,96,$3.95,$3.35,,045923032288,No IMAP,S3228
S3230,15 Watt BA9 1/2 Incandescent; Clear; 1500 Average rated hours; 105 Lumens; Candelabra base; 120 Volt,25,500,$0.55,$0.45,,045923032301,No IMAP,S3230
S3230-TF,15 Watt BA9 1/2 Incandescent; Clear; 1500 Average rated hours; 105 Lumens; Candelabra base; 120 Volt; Shatter Proof,25,500,$4.85,$4.85,,None,No IMAP,S3230/TF
S3231,25 Watt B11 Incandescent; Clear; 1500 Average rated hours; 210 Lumens; Medium base; 120 Volt,25,500,$0.55,$0.45,,045923032318,No IMAP,S3231
S3231-TF,25 Watt B11 Incandescent; Clear; 1500 Average rated hours; 210 Lumens; Medium base; 120 Volt; Shatter Proof,25,500,$4.85,$4.85,,None,No IMAP,S3231/TF
S3233,11 Watt; S14; Clear Top,,500,$1.14,$1.14,,045923032332,No IMAP,S3233
S3234,25 Watt B11 Incandescent; Frost; 1500 Average rated hours; 200 Lumens; Medium base; 120 Volt,25,500,$0.55,$0.45,,045923032349,No IMAP,S3234
S3239,75 Watt BR30 Incandescent; Amber; 2000 Average rated hours; Medium base; 130 Volt,12,96,$3.95,$3.35,,045923032394,No IMAP,S3239
S3240,75 Watt BR30 Incandescent; Red; 2000 Average rated hours; Medium base; 130 Volt,12,96,$3.95,$3.35,,045923032400,No IMAP,S3240
S3240-TF,75 Watt BR30 Incandescent; Red; 2000 Average rated hours; Medium base; 130 Volt; Shatter Proof,12,96,$14.55,$14.55,,None,No IMAP,S3240/TF
S3241,7.5 Watt CA5 Incandescent; Clear; 1500 Average rated hours; 40 Lumens; Candelabra base; 120 Volt,50,2000,$0.46,$0.41,,045923032417,No IMAP,S3241
S3241-TF,7.5 Watt CA5 Incandescent; Clear; 1500 Average rated hours; 40 Lumens; Candelabra base; 120 Volt; Shatter Proof,50,2000,$5.72,$5.72,,None,No IMAP,S3241/TF
S3242,7.5 Watt CA5 Incandescent; Frost; 1500 Average rated hours; 35 Lumens; Candelabra base; 120 Volt,50,2000,$0.48,$0.43,,045923032424,No IMAP,S3242
S3243,7.5 Watt CA5 Incandescent; Yellow; 1500 Average rated hours; 35 Lumens; Candelabra base; 120 Volt,50,2000,$0.49,$0.44,,045923032431,No IMAP,S3243
S3244,25 Watt G16 1/2 Incandescent; Silver Crown; 1500 Average rated hours; 232 Lumens; Candelabra base; 120 Volt,25,500,$1.20,$0.97,,045923032448,No IMAP,S3244
S3245,40 Watt G16 1/2 Incandescent; Silver Crown; 1500 Average rated hours; 384 Lumens; Candelabra base; 120 Volt,25,500,$1.35,$1.05,,045923032455,No IMAP,S3245
S3246,60 Watt G16 1/2 Incandescent; Silver Crown; 1500 Average rated hours; 672 Lumens; Candelabra base; 120 Volt,25,500,$1.35,$1.05,,045923032462,No IMAP,S3246
S3248,25 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 180 Lumens; DC Bay base; 130 Volt,25,500,$1.20,$1.05,,045923032486,No IMAP,S3248
S3248-TF,25 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 180 Lumens; DC Bay base; 130 Volt; Shatter Proof,25,500,$6.55,$6.55,,None,No IMAP,S3248/TF
S3249,25 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 170 Lumens; DC Bay base; 130 Volt,25,500,$1.20,$1.05,,045923032493,No IMAP,S3249
S3249-TF,25 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 170 Lumens; DC Bay base; 130 Volt; Shatter Proof,25,500,$6.55,$6.55,,None,No IMAP,S3249/TF
S3250,25 Watt T10 Incandescent; Clear; 2000 Average rated hours; 200 Lumens; Medium base; 120 Volt,25,500,$0.85,$0.75,,045923032509,No IMAP,S3250
S3250-TF,25 Watt T10 Incandescent; Clear; 2000 Average rated hours; 200 Lumens; Medium base; 120 Volt; Shatter Proof,25,500,$9.10,$9.10,,None,No IMAP,S3250/TF
S3251,25 Watt T10 Incandescent; Frost; 2000 Average rated hours; 200 Lumens; Medium base; 120 Volt,25,500,$0.85,$0.75,,045923032516,No IMAP,S3251
S3251-TF,25 Watt T10 Incandescent; Frost; 2000 Average rated hours; 200 Lumens; Medium base; 120 Volt; Shatter Proof,25,500,$9.15,$9.15,,None,No IMAP,S3251/TF
S3252,40 Watt T10 Incandescent; Clear; 2000 Average rated hours; 280 Lumens; Medium base; 120 Volt,25,500,$0.85,$0.75,,045923032523,No IMAP,S3252
S3252-TF,40 Watt T10 Incandescent; Clear; 2000 Average rated hours; 280 Lumens; Medium base; 120 Volt; Shatter Proof,25,500,$9.10,$9.10,,None,No IMAP,S3252/TF
S3253,40 Watt T10 Incandescent; Frost; 2000 Average rated hours; 280 Lumens; Medium base; 120 Volt,25,500,$0.85,$0.75,,045923032530,No IMAP,S3253
S3253-TF,40 Watt T10 Incandescent; Frost; 2000 Average rated hours; 280 Lumens; Medium base; 120 Volt; Shatter Proof,25,500,$9.15,$9.15,,None,No IMAP,S3253/TF
S3260,25 Watt G16 1/2 Incandescent; Gloss White; 1500 Average rated hours; 175 Lumens; Candelabra base; 120 Volt,25,500,$0.56,$0.50,,045923032608,No IMAP,S3260
S3264,25 Watt CA10 Incandescent; Clear; 1500 Average rated hours; 210 Lumens; Medium base; 120 Volt,25,500,$0.45,$0.39,,045923032646,No IMAP,S3264
S3267,25 Watt CA10 Incandescent; Frost; 1500 Average rated hours; 200 Lumens; Medium base; 120 Volt,25,500,$0.50,$0.47,,045923032677,No IMAP,S3267
S3272,10 Watt CA7 Incandescent; Clear; 1500 Average rated hours; 80 Lumens; Candelabra base; 120 Volt,25,1000,$0.47,$0.42,,045923032721,No IMAP,S3272
S3273,15 Watt CA8 Incandescent; Clear; 1500 Average rated hours; 100 Lumens; Candelabra base; 120 Volt,25,500,$0.55,$0.45,,045923032738,No IMAP,S3273
S3274,25 Watt CA8 Incandescent; Clear; 1500 Average rated hours; 210 Lumens; Candelabra base; 120 Volt,25,500,$0.49,$0.44,,045923032745,No IMAP,S3274
S3274-TF,25 Watt CA8 Incandescent; Clear; 1500 Average rated hours; 210 Lumens; Candelabra base; 120 Volt; Shatter Proof,25,500,$5.75,$5.75,,None,No IMAP,S3274/TF
S3276,10 Watt CA7 Incandescent; Frost; 1500 Average rated hours; 70 Lumens; Candelabra base; 120 Volt,25,1000,$0.47,$0.42,,045923032769,No IMAP,S3276
S3277,15 Watt CA8 Incandescent; Frost; 1500 Average rated hours; 95 Lumens; Candelabra base; 120 Volt,25,500,$0.55,$0.45,,045923032776,No IMAP,S3277
S3277-TF,15 Watt CA8 Incandescent; Frost; 1500 Average rated hours; 95 Lumens; Candelabra base; 120 Volt; Shatter Proof,,25,$4.85,$4.85,,None,No IMAP,S3277/TF
S3278,25 Watt CA8 Incandescent; Frost; 1500 Average rated hours; 200 Lumens; Candelabra base; 120 Volt,25,500,$0.48,$0.43,,045923032783,No IMAP,S3278
S3280,20 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 150 Lumens; Intermediate base; 130 Volt,25,500,$1.30,$1.15,,045923032806,No IMAP,S3280
S3280-TF,20 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 150 Lumens; Intermediate base; 130 Volt; Shatter Proof,25,500,$8.10,$8.10,,None,No IMAP,S3280/TF
S3281,20 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 140 Lumens; Intermediate base; 130 Volt,25,500,$1.30,$1.15,,045923032813,No IMAP,S3281
S3282,25 Watt BA9 1/2 Incandescent; Clear; 1500 Average rated hours; 212 Lumens; Candelabra base; 120 Volt,25,500,$0.55,$0.45,,045923032820,No IMAP,S3282
S3285,25 Watt BA9 1/2 Incandescent; Frost; 1500 Average rated hours; 212 Lumens; Candelabra base; 120 Volt,25,500,$0.55,$0.45,,045923032851,No IMAP,S3285
S3291,15 Watt BA9 1/2 Incandescent; Frost; 1500 Average rated hours; 114 Lumens; Candelabra base; 120 Volt,25,500,$0.55,$0.45,,045923032912,No IMAP,S3291
S3297,20 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 150 Lumens; DC Bay base; 130 Volt,25,500,$1.30,$1.15,,045923032974,No IMAP,S3297
S3297-TF,20 Watt T6 1/2 Incandescent; Clear; 1500 Average rated hours; 150 Lumens; DC Bay base; 130 Volt; Shatter Proof,,25,$8.10,$8.10,,None,No IMAP,S3297/TF
S3298,20 Watt T6 1/2 Incandescent; Frost; 1500 Average rated hours; 140 Lumens; DC Bay base; 130 Volt,25,500,$1.30,$1.15,25,045923032981,No IMAP,S3298
S3315,15 Watt T6 Incandescent; Frost; 2500 Average rated hours; 90 Lumens; Candelabra base; 120 Volt,25,500,$0.95,$0.85,,045923033155,No IMAP,S3315
S3345,15 Watt B8 Incandescent; Clear; 1500 Average rated hours; 114 Lumens; Candelabra base; 130 Volt,25,500,$0.55,$0.50,,045923033452,No IMAP,S3345
